id,category,sortorder,fullname,shortname,idnumber,summaryformat,format,showgrades,newsitems,relativedatesmode,marker,maxbytes,legacyfiles,showreports,visible,visibleold,downloadcontent,groupmode,groupmodeforce,defaultgroupingid,lang,calendartype,theme,requested,enablecompletion,completionnotify,originalcourseid,showactivitydates,showcompletionconditions
948,52,560056,Clinical Chemistry 1 Laboratory [3MT01],CCM_111LAB 3MT01 1stSem_SY22-23,,0,weeks,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
949,52,560055,Hematology 1 Laboratory [3MT02],HEM_111LAB 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
950,52,560054,Clinical Chemistry 1 Laboratory [3MT02],CCM_111LAB 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
951,52,560053,"Geneneral Pathology, Histopathologic and Cytologic Techniques [3MT02]",GPHC_100 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
952,52,560052,Clinical Parasitology [3MT02],PAR_100 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
953,52,560051,Clinical Chemistry 1 [3MT02],CCM_111 3MT02 1stSem_SY22-23,,0,weeks,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
954,52,560050,"General Pathology, Histopathologic and Cytologic Techniques Laboratory [3MT02]",GPHC_100LAB 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
955,52,560049,Hematology 1 [3MT02],HEM_111 3MT02 1stSem_SY22-23,,0,weeks,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
956,52,560048,Clinical Bacteriology [3MT02],MICR_111 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
957,52,560047,Analysis of Urine and Body Fluids [3MT02],AUBF_100 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
958,52,560046,Clinical Bacteriology Laboratory [3MT02],MICR_111LAB 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
959,52,560045,Clinical Parasitology Laboratory [3MT02],PAR_100LAB 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
960,52,560044,Analysis of Urine and Body Fluids Laboratory [3MT02],AUBF_100LAB 3MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
961,52,560043,Analysis of Urine and Body Fluids Laboratory [3MT03],AUBF_100LAB 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
962,52,560042,Clinical Bacteriology Laboratory [3MT03],MICR_111LAB 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
963,52,560041,Clinical Chemistry 1 [3MT03],CCM_111 3MT03 1stSem_SY22-23,,0,weeks,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
964,52,560040,Clinical Parasitology [3MT03],PAR_100 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
965,52,560039,Clinical Bacteriology [3MT03],MICR_111 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
966,52,560038,"General Pathology, Histopathologic and Cytologic Techniques Laboratory [3MT03]",GPHC_100LAB 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
967,52,560037,Analysis of Urine and Body Fluids [3MT03],AUBF_100 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
968,52,560036,Hematology 1 [3MT03],HEM_111 3MT03 1stSem_SY22-23,,0,weeks,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
969,52,560035,"Geneneral Pathology, Histopathologic and Cytologic Techniques [3MT03]",GPHC_100 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
970,52,560034,Clinical Parasitology Laboratory [3MT03],PAR_100LAB 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
971,52,560033,Hematology 1 Laboratory [3MT03],HEM_111LAB 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
972,52,560032,Clinical Chemistry 1 Laboratory [3MT03],CCM_111LAB 3MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
973,52,560031,Clinical Parasitology Laboratory [3MT04],PAR_100LAB 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
974,52,560030,Clinical Bacteriology Laboratory [3MT04],MICR_111LAB 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
975,52,560029,Clinical Bacteriology [3MT04],MICR_111 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
976,52,560028,Clinical Chemistry 1 [3MT04],CCM_111 3MT04 1stSem_SY22-23,,0,weeks,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
977,52,560027,Clinical Parasitology [3MT04],PAR_100 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
978,52,560026,Hematology 1 [3MT04],HEM_111 3MT04 1stSem_SY22-23,,0,weeks,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
979,52,560025,Analysis of Urine and Body Fluids [3MT04],AUBF_100 3MT04 1stSem_SY22-23,,0,weeks,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
980,52,560024,"Geneneral Pathology, Histopathologic and Cytologic Techniques [3MT04]",GPHC_100 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
981,52,560023,Clinical Chemistry 1 Laboratory [3MT04],CCM_111LAB 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
982,52,560022,"General Pathology, Histopathologic and Cytologic Techniques Laboratory [3MT04]",GPHC_100LAB 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
983,52,560021,Analysis of Urine and Body Fluids Laboratory [3MT04],AUBF_100LAB 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
984,52,560020,Hematology 1 Laboratory [3MT04],HEM_111LAB 3MT04 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
985,52,560019,Medical Technology Assessment Program 1 [4MT01],MTAP_111 4MT01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
986,52,560018,Seminar 1 [4MT01],SEM_111 4MT01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
987,52,560017,Introduction to Medical Laboratory Science and Research [4MT01],MLSR_111 4MT01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
988,52,560016,Introduction to Medical Laboratory Science Research Laboratory [4MT01],MLSR_111LAB 4MT01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
989,52,560015,Medical Technology Assessment Program 1 [4MT02],MTAP_111 4MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
990,52,560014,Seminar 1 [4MT02],SEM_111 4MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
991,52,560013,Introduction to Medical Laboratory Science and Research [4MT02],MLSR_111 4MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
992,52,560012,Introduction to Medical Laboratory Science Research Laboratory [4MT02],MLSR_111LAB 4MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
993,52,560011,Clinical Internship 1 [4MT02],INT_111 4MT02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
994,52,560010,Clinical Internship 2 [4MT03],INT_112 4MT03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
995,52,560009,Inorganic & Organic Chemistry [OPEN],TSC102 OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
996,52,560008,Inorganic & Organic Chemistry Laboratory [OPEN],TSC102LAB OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
997,52,560007,"Principles of Med Lab Science Practice 1(Intro to MLS, Lab Safety and Waste Management) [OPEN]",MTPMLSP111 OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
998,52,560005,Health Information System for MLS [OPEN],MTHIS100 OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
999,52,560004,Health Information System for MLS [OPEN],MTHIS100LAB OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1000,52,560003,Human Anatomy & Physiology w/ Pathophysiology [OPEN],MTHAPP100 OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1001,52,560002,Human Anatomy & Physiology w/ Pathophysiology [OPEN],MTHAPP100LAB OPEN 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1002,47,500153,Understanding the Self [1TOU01],GEC111 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1003,47,500152,Philippine Culture and Tourism Geography [1TOU01],THC101 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1004,47,500151,Readings in Philippine History [1TOU01],GEC112 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1005,47,500150,Macro Perspective of Tourism and Hospitality [1TOU01],THC105 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1006,47,500149,Physical Activities Toward Health and Fitness 1 [1TOU01],PATHFIT1 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1007,47,500148,Mathematics in the Modern World [1TOU01],GEC113 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1008,47,500147,The Entrepreneurial Mind [1TOU01],GECEL113 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1009,47,500146,The First and Greatest Commandment and the Trinitian [1TOU01],TCE111 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1010,47,500145,National Service Training Program 1 [1TOU01],NSTP111 1TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1011,47,500144,Philippine Culture and Tourism Geography [1TOU02],THC101 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1012,47,500143,Understanding the Self [1TOU02],GEC111 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1013,47,500142,Physical Activities Toward Health and Fitness 1 [1TOU02],PATHFIT1 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1014,47,500141,Macro Perspective of Tourism and Hospitality [1TOU02],THC105 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1015,47,500140,The Entrepreneurial Mind [1TOU02],GECEL113 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1016,47,500139,Readings in Philippine History [1TOU02],GEC112 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1017,47,500138,The First and Greatest Commandment and the Trinitian [1TOU02],TCE111 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1018,47,500137,National Service Training Program 1 [1TOU02],NSTP111 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1019,47,500136,Mathematics in the Modern World [1TOU02],GEC113 1TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1020,47,500135,Philippine Culture and Tourism Geography [1TOU03],THC101 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1021,47,500134,Macro Perspective of Tourism and Hospitality [1TOU03],THC105 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1022,47,500133,Readings in Philippine History [1TOU03],GEC112 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1023,47,500132,Understanding the Self [1TOU03],GEC111 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1024,47,500131,The Entrepreneurial Mind [1TOU03],GECEL113 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1025,47,500130,Mathematics in the Modern World [1TOU03],GEC113 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1026,47,500129,Physical Activities Toward Health and Fitness 1 [1TOU03],PATHFIT1 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1027,47,500128,The First and Greatest Commandment and the Trinitian [1TOU03],TCE111 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1028,47,500127,National Service Training Program 1 [1TOU03],NSTP111 1TOU03 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1029,47,500126,Tour and Travel Management (NC2 Travel Services) [2TOU01],TOU312 2TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1030,47,500125,Basic Accounting [2TOU01],GEC_111 2TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1031,47,500124,Personality Development 2 [2TOU01],TOU313 2TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1032,47,500123,Sustainable Tourism and Quality Tourism Dev't. [2TOU01],TOU311 2TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1033,47,500122,Destination Management and Marketing [2TOU01],TOU300 2TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1034,47,500121,Individual Sports [2TOU01],PED_103 2TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1035,47,500120,Life and Works of Rizal [2TOU01],GEC_109 2TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1036,47,500119,Purposive Communication [2TOU01],GEC_104 2TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1037,47,500118,Basic Accounting [2TOU02],GEC_111 2TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1038,47,500117,Tour and Travel Management (NC2 Travel Services) [2TOU02],TOU312 2TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1039,47,500116,Sustainable Tourism and Quality Tourism Dev't. [2TOU02],TOU311 2TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1040,47,500115,Personality Development 2 [2TOU02],TOU313 2TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1041,47,500114,Destination Management and Marketing [2TOU02],TOU300 2TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1042,47,500113,Individual Sports [2TOU02] Thursday 10:00AM-12:00NN,PED_103 2TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1043,47,500112,Purposive Communication [2TOU02],GEC_104 2TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1044,47,500111,Life and Works of Rizal [2TOU02],GEC_109 2TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1045,47,500110,Operations Management in Tourism & Hospitality Industry [3TOU01],TOU510 3TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1046,47,500109,Risk Management as Applied to Safety [3TOU01],TOU514 3TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1047,47,500108,"Mandarin 1 [3TOU01, 3BSA01]",FL_MAN101 3TOU01 3BSA01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1048,47,500107,Cross-Cultural Studies and Communication [3TOU01],CCSC100 3TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1049,47,500106,Hospitality and Business Communication [3TOU01],TOU512 3TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1050,47,500105,"Tranportation Management (L,W,A) [3TOU01]",TOU513 3TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1051,47,500104,Tourism and Hospitality Marketing (NC Tourism Promotion) [3TOU01],TOU511 3TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1052,47,500103,Applied Business Tools & Technologies (Amadeus Certification) [3TOU01],TOU515 3TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1053,47,500102,Risk Management as Applied to Safety [3TOU02],TOU514 3TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1054,47,500101,Operations Management in Tourism & Hospitality Industry [3TOU02],TOU510 3TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1055,47,500100,Mandarin 1 [3TOU02],FL_MAN101 3TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1056,47,500099,"Tranportation Management (L,W,A) [3TOU02]",TOU513 3TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1057,47,500098,Hospitality and Business Communication [3TOU02],TOU512 3TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1058,47,500097,Cross-Cultural Studies and Communication [3TOU02],CCSC100 3TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1059,47,500096,Applied Business Tools & Technologies (Amadeus Certification) [3TOU02],TOU515 3TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1060,47,500095,Tourism and Hospitality Marketing (NC Tourism Promotion) [3TOU02],TOU511 3TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1061,47,500094,Multicultural Diversity in Workplace for the Tourism Professional [4TOU01],TOU713 4TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1062,47,500093,Entrepreneurship in Tourism and Hospitality [4TOU01],TOU712 4TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1063,47,500092,Tourism Policy Planning and Development [4TOU01],TOU710 4TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1064,47,500091,Legal Aspects in Tourism Hospitality [4TOU01],TOU711 4TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1065,47,500090,Undergraduate Thesis [4TOU01],TOU714 4TOU01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1066,47,500089,Legal Aspects in Tourism Hospitality [4TOU02],TOU711 4TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1067,47,500088,Tourism Policy Planning and Development [4TOU02],TOU710 4TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1068,47,500087,Entrepreneurship in Tourism and Hospitality [4TOU02],TOU712 4TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1069,47,500086,Undergraduate Thesis [4TOU02],TOU714 4TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1070,47,500085,Multicultural Diversity in Workplace for the Tourism Professional [4TOU02],TOU713 4TOU02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1071,47,500084,Macro Perspective of Tourism and Hospitality [1HM01],THC105 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1072,47,500083,"Risk Management as Applied to Safety, Security and Sanitation [1HM01]",THC102 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1073,47,500082,Understanding the Self [1HM01],GEC111 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1074,47,500081,National Service Training Program 1 [1HM01],NSTP111 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1075,47,500080,The First and Greatest Commandment and the Trinitian [1HM01],TCE111 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1076,47,500079,Readings in Philippine History [1HM01],GEC112 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1077,47,500078,Mathematics in the Modern World [1HM01],GEC113 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1078,47,500077,Physical Activities Toward Health and Fitness 1 [1HM01],PATHFIT1 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1079,47,500076,Kitchen Essentials and Basic Food Selection (Lec) [1HM01],HPC101 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1080,47,500075,Kitchen Essentials and Basic Food Selection (Lab) [1HM01],HPC101Lab 1HM01 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1081,47,500074,"Risk Management as Applied to Safety, Security and Sanitation [1HM02]",THC102 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,0,0,,0,0,0,,,,0,1,0,,0,1
1082,47,500073,Mathematics in the Modern World [1HM02],GEC113 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,0,0,,0,0,0,,,,0,1,0,,0,1
1083,47,500072,Macro Perspective of Tourism and Hospitality [1HM02],THC105 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,0,0,,0,0,0,,,,0,1,0,,0,1
1084,47,500071,National Service Training Program 1 [1HM02],NSTP111 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,0,0,,0,0,0,,,,0,1,0,,0,1
1085,47,500070,The First and Greatest Commandment and the Trinitian [1HM02],TCE111 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,0,0,,0,0,0,,,,0,1,0,,0,1
1086,47,500069,Physical Activities Toward Health and Fitness 1 [1HM02],PATHFIT1 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,0,0,,0,0,0,,,,0,1,0,,0,1
1087,47,500068,Kitchen Essentials and Basic Food Selection (Lec) [1HM02],HPC101 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1088,47,500067,Kitchen Essentials and Basic Food Selection (Lab) [1HM02],HPC101LAB 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,1,1,,0,0,0,,,,0,1,0,,0,1
1089,47,500066,Understanding the Self [1HM02],GEC111 1HM02 1stSem_SY22-23,,0,topics,1,5,0,0,0,0,0,0,0,,0,0,0,,,,0,1,0,,0,1
