id,course,name,intro,introformat,tobemigrated,legacyfiles,legacyfileslast,display,displayoptions,filterfiles,revision,timemodified
2522,191,11NOV21 Case Study MedM lab,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1636597257
2523,191,25NOV21 Case Study (Respiratory),,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1638081563
2524,1655,Activity 1 - Introduction to Economics,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662428315
2525,192,Course Syllabus,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1629940615
2526,192,[READING] Virus Nomenclature & Taxonomy,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1631930223
2527,192,09sept2021-4BIO01-Mod-PPT-Viral hijack.pdf,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1631925970
2528,192,11SEPT2021-4BIO01-Mod4-PPT-Mechanisms of Viral Entry and Spread of Infections to the Body,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1634004172
2529,192,Case study no. 1,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1632215287
2530,192,26sept2021-4BIO01-Mod-PPT-Host resistance,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1633965406
2531,192,03NOV2021 Epidemiology,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1635900456
2532,192,06NOV2021 PCR-RTPCR,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1636136700
2533,192,Teri Shors - Understanding Viruses-Jones  Bartlett Publishers (2016)-pages-1140-1215,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1637049744
2534,192,16NOV21 Polio and Enteroviruses,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1637128008
2535,192,11NOV21 Case Study [STUDENTS],,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1636593319
2536,192,Rabies Manual MOP 2019 nov28,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1637659691
2537,192,23NOV2021 RABIES (1),,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1637717236
2538,192,30nov21 influenza,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1638231988
2539,192,02DEC21 Hepatitis,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1638497331
2540,192,02DEC21 HIV,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1638506625
2541,192,03DEC21 Emerging Viral,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1638523619
2542,1376,Variables and Constants Lecture presentation,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,3,1662973458
2543,193,Course Syllabus,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1630650431
2544,193,[READING] Cell culture in virus replication,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1632237402
2545,193,Laboratory Activity no. 4 Introduction to Virus Passage,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1632238493
2546,193,Laboratory Activity no. 3a Primary Cell Culture,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1632237833
2547,193,Laboratory Activity no. 3b Counting Cells with a Hemacytometer,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1632237841
2548,193,Quantal assays,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1632828780
2549,193,ELI Elisa Lab Manual (English),,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1635912110
2550,193,11NOV21 Virology lab Case Study,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1636594186
2551,193,plaque reduction bioassay,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1637054231
2552,193,Laboratory Diagnosis of Viral Diseases,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1638601114
2553,193,10NOV21 Virus Diagnosis-compressed,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1638599188
2554,193,04DEC21 Serology,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,0,1638629655
2555,97,Course Syllabus,"<p dir=""ltr"" style=""text-align: left;"">Feel free to download it.&nbsp;</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662432022
2556,260,Course Syllabus,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662426753
2559,1440,INTRO LECTURE,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662434568
2560,1440,LECTURE 1.2,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662434828
2562,257,Course Syllabus,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662260617
2563,120,"TODAY'S PREPARATION, TOMORROW'S SUCCESS!","<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vT6CGKzxOeaHOVrkONEHFNh055WJQvifkQueErJUTFdoTf6aNSaGQDCs09Fr1FwgQ/embed?start=false&amp;loop=false&amp;delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662435713
2564,123,"TODAY'S PREPARATION, TOMORROW'S SUCCESS!","<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vT6CGKzxOeaHOVrkONEHFNh055WJQvifkQueErJUTFdoTf6aNSaGQDCs09Fr1FwgQ/embed?start=false&amp;loop=false&amp;delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662435799
2565,121,"TODAY'S PREPARATION, TOMORROW'S SUCCESS!","<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vT6CGKzxOeaHOVrkONEHFNh055WJQvifkQueErJUTFdoTf6aNSaGQDCs09Fr1FwgQ/embed?start=false&amp;loop=false&amp;delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662435915
2566,118,"TODAY'S PREPARATION, TOORROW'S SUCCESS!","<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vT6CGKzxOeaHOVrkONEHFNh055WJQvifkQueErJUTFdoTf6aNSaGQDCs09Fr1FwgQ/embed?start=false&amp;loop=false&amp;delayms=3000"" frameborder=""0"" width=""960"" height=""749"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662435997
2567,171,Lab Group Act 1,"<p dir=""ltr"" style=""text-align: left;"">Please check the instructions on the attachment. Thank you.&nbsp;</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662436905
2568,170,Lec Group Activity 1,"<p dir=""ltr"" style=""text-align: left;"">Please check the instructions for Lec Act 1. Thank you.</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662436874
2569,122,INTRODUCTION TO SEMINAR,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRQ5d5Z-rphi7dGqJDlHjyLqBN-yP3LzpVH0MZiOh6dGIpB9cBTFAewmD6SztVezQ/embed?start=false&amp;loop=false&amp;delayms=3000"" frameborder=""0"" width=""640"" height=""389"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662436884
2570,119,INTRODUCTION TO SEMINAR,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRQ5d5Z-rphi7dGqJDlHjyLqBN-yP3LzpVH0MZiOh6dGIpB9cBTFAewmD6SztVezQ/embed?start=false&amp;loop=false&amp;delayms=3000"" frameborder=""0"" width=""640"" height=""389"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662436974
2571,1005,HISTORY OF TOURISM PART 1,"<p dir=""ltr"" style=""text-align: left;"">HISTORY OF TOURISM PART 1</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662441628
2572,1317,Wee1 1 Module,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662443565
2573,1644,GABAY PANGKURIKULUM,"<p dir=""ltr"" style=""text-align: left;"">SAKLAW</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1596880822
2574,1644,DESKRIPSYON NG MODYUL 1,"https://drive.google.com/file/d/17BhXR36mR7mwD2WRvFFcNjLuES1o7zvW/view?usp=sharing<p dir=""ltr"" style=""text-align: left;""><br></p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1596880213
2575,1775,THE INVERSE OF A FUNCTION,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662611520
2577,1045,OPERATIONS MGNT FOR TH INDUSTRY,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662462060
2578,1054,COURSE OUTLINE OPERATIONS MGNT FOR TH INDUSTRY,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662462276
2579,617,Click to download the planks worksheet,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662366421
2580,1499,Click to download the planks worksheet,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662366421
2581,621,Historical Foundations and Development of Nursing Education,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662466863
2582,621,The Role of Nurse as Educator,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662466936
2583,530,GEC_102 Syllabus,"<p dir=""ltr"" style=""text-align: left;"">Attached herewith is the course syllabus for Readings in Philippine History (GEC_102).<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662467372
2584,530,A Glimpse of the Philippine Geography,"<p dir=""ltr"" style=""text-align: left;"">The Philippines is a melting pot of diversity where Filipinos' culture is a hybrid production of their ties with the Spaniards, Americans, Japanese, Malay, Chinese, and others. The archipelago consists of more than 7,000 islands and this land feature contributes to the intensification of multiculturalism in the country. To better understand the country, read the article provided here and explore the geography of the Philippines.&nbsp;<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662468073
2585,589,GEC_102 Syllabus,"<p dir=""ltr"" style=""text-align: left;"">Attached herewith is the course syllabus for Readings in Philippine History (GEC_102).<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662467372
2586,589,A Glimpse of the Philippine Geography,"<p dir=""ltr"" style=""text-align: left;"">The Philippines is a melting pot of diversity where Filipinos' culture is a hybrid production of their ties with the Spaniards, Americans, Japanese, Malay, Chinese, and others. The archipelago consists of more than 7,000 islands and this land feature contributes to the intensification of multiculturalism in the country. To better understand the country, read the article provided here and explore the geography of the Philippines.&nbsp;<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662468073
2587,259,Presentation Deck on Introduction to Educational Psychology,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662394934
2588,253,Consent Form for Class Recording,"<p dir=""ltr"" style=""text-align: left;"">Attached is the official document of consent of recording the synchronous classes.</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662471939
2589,863,"RUBRICS FOR PRACTICAL EXAMINATION: DONNING AND DOFFING, HAND WASHING","&gt;&gt;&gt;&gt; Attached here is the RUBRICS for Donning, Doffing and Hand washing Practical Examination.",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1630926072
2590,863,EXERCISE 8 SPECIMEN,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1632244243
2591,586,Act Lab 2 Metabolic Diseases Journal,"<p dir=""ltr"" style=""text-align: left;"">Here's the journal for Act 2. Thank you!</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662474272
2594,973,Lab Exercise 3 and 4 Kato Thick and Kato Katz (PDF),"<p dir=""ltr"" style=""text-align: left;"">Click Me.</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662475630
2595,907,"RUBRICS FOR PRACTICAL EXAMINATION: DONNING AND DOFFING, HAND WASHING","&gt;&gt;&gt;&gt; Attached here is the RUBRICS for Donning, Doffing and Hand washing Practical Examination.",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1630926072
2596,907,EXERCISE 8 SPECIMEN,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1632244243
2597,862,LECTURE PRESENTATION PDF,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662476724
2598,862,LECTURE PRESENTATION PDF,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662476773
2599,898,LECTURE PRESENTATION PDF,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662478600
2601,843,Lab Exercise 4 powerpoint,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662506518
2602,347,Introduction ppt,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662521639
2603,347,Content creation and Blog,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662521733
2604,931,Microscope powerpoint,"<p dir=""ltr"" style=""text-align: left;"">Please read and review this slides as guide to our lecture.</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662523247
2605,931,Cell Anatomy powerpoint,"<p dir=""ltr"" style=""text-align: left;"">Please read and review this slides as guide to our lecture.<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662523294
2606,931,Organization of the Body powerpoint,"<p dir=""ltr"" style=""text-align: left;"">Please read and review this slides as guide to our lecture.<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662523348
2607,931,Transport through Cell Membranes powerpoint,"<p dir=""ltr"" style=""text-align: left;"">Please read and review this slides as guide to our lecture.<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662523439
2608,106,Subject Orientation (PDF),,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662527421
2609,106,HSK 1 Vocabulary List,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662527704
2611,1746,Module_1,"<p dir=""ltr"" style=""text-align: left;"">Intro to Java Programming<br></p>
<iframe src=""https://drive.google.com/file/d/1TbmP-OLis7YlHMUQ4g158ng38bSqEc30/preview"" allow=""autoplay"" width=""640"" height=""480""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662546696
2613,941,STUDY GUIDE 3: Single-Gene Disorders,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662548003
2614,951,STUDY GUIDE 3: Single-Gene Disorders,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662548003
2615,969,STUDY GUIDE 3: Single-Gene Disorders,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662548003
2616,980,STUDY GUIDE 3: Single-Gene Disorders,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662548003
2617,1747,Module Lesson # 1,"<iframe src=""https://drive.google.com/file/d/1TbmP-OLis7YlHMUQ4g158ng38bSqEc30/preview"" allow=""autoplay"" width=""640"" height=""480""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662548377
2618,121,SKELETAL SYSTEM,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRNKFVlQIpbgcWq0NX0Qux_FWoL89eCmqvth8RfTVWab7xnL3xH38xES-tdyKn6Wg/embed?start=false&amp;loop=false&amp;delayms=3000"" frameborder=""0"" width=""480"" height=""389"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662550011
2619,118,SKELETAL SYSTEM,"<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRNKFVlQIpbgcWq0NX0Qux_FWoL89eCmqvth8RfTVWab7xnL3xH38xES-tdyKn6Wg/embed?start=false&amp;loop=false&amp;delayms=3000"" frameborder=""0"" width=""480"" height=""389"" allowfullscreen=""true"" mozallowfullscreen=""true"" webkitallowfullscreen=""true""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662550088
2620,542,GEC_102 Syllabus,"<p dir=""ltr"" style=""text-align: left;"">Attached herewith is the course syllabus for Readings in Philippine History (GEC_102).<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662467372
2621,542,A Glimpse of the Philippine Geography,"<p dir=""ltr"" style=""text-align: left;"">The Philippines is a melting pot of diversity where Filipinos' culture is a hybrid production of their ties with the Spaniards, Americans, Japanese, Malay, Chinese, and others. The archipelago consists of more than 7,000 islands and this land feature contributes to the intensification of multiculturalism in the country. To better understand the country, read the article provided here and explore the geography of the Philippines.&nbsp;<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662468073
2625,60,Film Analysis Format,"<p dir=""ltr"" style=""text-align: left;"">Refer to the attached file for the format regarding your film analysis<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662551276
2626,60,Rubric for Film Analysis,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662551320
2628,1326,Chapter 1 - Presentation,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662823267
2629,1730,LAWS OF EXPONENTS,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662596763
2630,1731,LAWS OF EXPONENTS,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662601061
2631,551,GEC_102 Syllabus,"<p dir=""ltr"" style=""text-align: left;"">Attached herewith is the course syllabus for Readings in Philippine History (GEC_102).<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662467372
2632,551,A Glimpse of the Philippine Geography,"<p dir=""ltr"" style=""text-align: left;"">The Philippines is a melting pot of diversity where Filipinos' culture is a hybrid production of their ties with the Spaniards, Americans, Japanese, Malay, Chinese, and others. The archipelago consists of more than 7,000 islands and this land feature contributes to the intensification of multiculturalism in the country. To better understand the country, read the article provided here and explore the geography of the Philippines.&nbsp;<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662468073
2633,1759,Lesson 1,"<p dir=""ltr"" style=""text-align: left;"">Module Lesson # 1</p>
<p dir=""ltr"" style=""text-align: left;""><br></p>
<iframe src=""https://drive.google.com/file/d/1uw-7tM_JGiJhlnVoYP08c_rI8N_aIdaW/preview"" allow=""autoplay"" width=""640"" height=""480""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662610259
2634,1280,Variables and Constants,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662605146
2636,1758,Module Lesson 1,"<p dir=""ltr"" style=""text-align: left;"">Module Lesson 1: Intro to Mobile Application Development</p>
<p dir=""ltr"" style=""text-align: left;""><br></p>
<iframe src=""https://drive.google.com/file/d/1uw-7tM_JGiJhlnVoYP08c_rI8N_aIdaW/preview"" allow=""autoplay"" width=""640"" height=""480""></iframe>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662610710
2638,116,Module 2. Types of Health Care .Facilities,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662617867
2641,116,Module 3. Elements of Hospital,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1663186784
2643,1716,SET OPERATIONS,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662621669
2644,1717,SET OPERATIONS,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662621702
2645,1182,FORM: Proposal Defense Grading Sheet,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662622294
2646,1182,FORM: Proposal Defense Form: Comments and Suggestions,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662622361
2647,281,NSTP101 Course Outline,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1597936544
2648,281,Film Analysis Format,"<p dir=""ltr"" style=""text-align: left;"">Refer to the attached file for the format regarding your film analysis<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662551276
2649,281,Rubric for Film Analysis,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662551320
2650,56,History of Pharmacy,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662637935
2651,874,Lab Exercise 1 Microscope powerpoint,"<p dir=""ltr"" style=""text-align: left;"">Please read and review this slides as guide to our lecture.<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662639350
2652,851,ORIENTATION-INTRODUCTION TO THE COURSE,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662639352
2653,874,Lab Exrecise 2 Cell Anatomy powerpoint,"<p dir=""ltr"" style=""text-align: left;"">Please read and review this slides as guide to our lecture.<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662639390
2654,874,Lab Exercise 3 Organization of the Body,"<p dir=""ltr"" style=""text-align: left;"">Please read and review this slides as guide to our lecture.<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662639432
2655,851,INTRODUCTION TO THE BIBLE - OLD TESTAMENT  PPT_PDF,,1,0,0,,6,"a:2:{s:10:""popupwidth"";i:620;s:11:""popupheight"";i:450;}",0,3,1662880338
2656,874,Lab Exercise 4 Transport through Cell Membranes,"<p dir=""ltr"" style=""text-align: left;"">Please read and review this slides as guide to our lecture.<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662639494
2657,1282,ORIENTATION-INTRODUCTION TO THE COURSE,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662639352
2658,1282,INTRODUCTION TO THE BIBLE - OLD TESTAMENT  PPT_PDF,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662639526
2659,541,ORIENTATION-INTRODUCTION TO THE COURSE,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662639352
2660,541,INTRODUCTION TO THE BIBLE - OLD TESTAMENT  PPT_PDF,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662639526
2661,96,ORIENTATION-INTRODUCTION TO THE COURSE,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662639352
2662,96,INTRODUCTION TO THE BIBLE - OLD TESTAMENT  PPT_PDF,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662639526
2663,631,HE COURSE OUTLINE,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662641945
2664,1667,concept of the self - presentation,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1631504915
2665,1669,concept of the self - presentation,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1631504915
2666,381,Preliminaries,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662679464
2667,1335,Arrays,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662679890
2668,1335,Functions,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662679938
2669,1335,Structures,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662680096
2670,1335,Pointers,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662680217
2671,9,OAR Organizational Chart,"<p dir=""ltr"" style=""text-align: left;""><img src=""@@PLUGINFILE@@/Organizational%20Chart.png"" alt="""" width=""6000"" height=""4636"" role=""presentation"" class=""img-fluid atto_image_button_middle""><br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1669624423
2672,599,MEDICATION ADMINISTRATION AND SAFETY,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662782836
2673,616,MEDICATION ADMINISTRATION AND SAFETY,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662782889
2674,634,MEDICATION ADMINISTRATION AND SAFETY,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662782934
2675,1029,Rubrics for Online Sales Blitz,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1630040145
2676,1716,ACTIVITY #3,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662695804
2677,1718,PPT IN TLE 7,"<p dir=""ltr"" style=""text-align: left;"">Attached are the discussion made for Dressmaking</p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1632677357
2678,1887,Lecture 1.  DESCRIPTIVE ANALYTICS Download HERE,"<p dir=""ltr"" style=""text-align: left;"">Download HERE</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,2,1662711324
2679,1242,Lecture 1.  DESCRIPTIVE ANALYTICS Download HERE,"<p dir=""ltr"" style=""text-align: left;"">Download HERE<br></p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662711313
2680,391,Guidelines in Writing Multiple-Choice Test Items | Critiquing and Improving Test-Items ,"<p dir=""ltr"" style=""text-align: left;"">Learning Competencies:<br><br><div><ol><li>Distinguish between objectives
which can be appropriately assessed by using multiple-choice items and objectives which would be
better assessed by some other means. </li><li>Evaluate existing multiple-choice items by
using commonly-accepted criteria to identify specific flaws in the items. </li><li>Improve poorly-written multiple-choice
items by correcting the flaws they contain. </li><li>Construct well-written multiple-choice items
that measure given objectives.</li></ol></div>





<br></p>",1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1637129769
2681,391,Test Development ,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,1,1638248662
2682,391,Sample of TOS ,,1,0,0,,1,"a:1:{s:10:""printintro"";i:1;}",0,2,1638248799
2683,159,Chemistry Lab Guidelines and Safety 2022,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662722171
2684,84,Research Topic/Problem,,1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662723613
2685,837,"Parent's Consent to LF2F Lab classes","This contains parent's consent their child's attendance to limited face to face laboratory classes.",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662769867
2686,866,"Parent's Consent to LF2F Lab classes","<p dir=""ltr"" style=""text-align: left;"">This contains parent's consent to their child's attendance to the limited face to face lab classes.</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662770242
2687,868,"Parent's Consent LF2F Lab classes","<p dir=""ltr"" style=""text-align: left;"">This contains parent's consent to their child 's attendance to the limited face to face lab classes.</p>",1,0,0,,0,"a:1:{s:10:""printintro"";i:1;}",0,1,1662770470
